Timestamp,Redemption Count,Sales Count,month,quarter,year,dayofweek,dayofyear,Redemption_lag_1,Redemption_lag_7,Sales_lag_1,Sales_lag_7,Redemption_rolling_mean_7,Redemption_rolling_mean_30,Sales_rolling_mean_7,Sales_rolling_mean_30,is_weekend,is_holiday,is_festival_event,covid_phase,is_covid,dayofweek_sin,dayofweek_cos,dayofyear_sin,dayofyear_cos,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Total Precip (mm)
2015-06-14,9475,2992,6,2,2015,1.0,0.4493150684931507,2017.0,8046.0,12871.0,8547.0,3152.285714285714,3667.133333333333,4908.0,4622.4,1,0,1,0,0,0.7818314824680298,0.6234898018587336,0.0077133930104372386,0.999970251341642,19.0,15.7,17.4,0.6,2.8
2015-06-15,2618,3028,6,2,2015,0.0,0.452054794520548,9475.0,775.0,2992.0,1194.0,3415.5714285714284,3522.4666666666667,5170.0,4468.666666666667,0,0,1,0,0,0.0,1.0,0.007760424953313217,0.9999698874488891,24.8,15.8,20.3,0.0,0.0
2015-06-16,4761,4889,6,2,2015,0.16666666666666666,0.4547945205479452,2618.0,1525.0,3028.0,2001.0,3877.8571428571427,3444.866666666667,5582.571428571428,4356.666666666667,0,0,1,0,0,0.14904226617617441,0.9888308262251285,0.007807456879022079,0.9999695213440669,27.2,17.6,22.4,0.0,23.6
2015-06-17,4510,5270,6,2,2015,0.3333333333333333,0.4575342465753425,4761.0,1858.0,4889.0,3192.0,4256.714285714285,3353.5333333333333,5879.428571428572,4224.2,0,0,1,0,0,0.29475517441090415,0.9555728057861408,0.007854488787459785,0.9999691530271759,20.9,15.7,18.3,0.0,0.0
2015-06-18,3342,3867,6,2,2015,0.5,0.4602739726027397,4510.0,3134.0,5270.0,7881.0,4286.428571428572,3402.866666666667,5306.0,4200.766666666666,0,0,1,0,0,0.4338837391175581,0.9009688679024191,0.00790152067852229,0.9999687824982172,26.5,14.4,20.5,0.0,0.0
2015-06-19,6514,6818,6,2,2015,0.6666666666666666,0.463013698630137,3342.0,3282.0,3867.0,4225.0,4748.142857142857,3527.4666666666667,5676.428571428572,4377.433333333333,0,0,1,0,0,0.563320058063622,0.8262387743159949,0.00794855255210556,0.9999684097571915,19.8,15.2,17.5,0.5,0.0
2015-06-20,4994,15399,6,2,2015,0.8333333333333333,0.4657534246575343,6514.0,2017.0,6818.0,12871.0,5173.428571428572,3635.266666666667,6037.571428571428,4816.533333333334,1,0,1,0,0,0.6801727377709194,0.7330518718298263,0.00799558440810555,0.9999680348040996,22.0,13.0,17.5,0.5,0.0
2015-06-21,9930,10784,6,2,2015,1.0,0.4684931506849315,4994.0,9475.0,15399.0,2992.0,5238.428571428572,3903.5666666666666,7150.714285714285,5100.766666666666,1,0,1,0,0,0.7818314824680298,0.6234898018587336,0.008042616246418216,0.9999676576389422,28.5,16.6,22.6,0.0,0.0
2015-06-22,5741,6535,6,2,2015,0.0,0.4712328767123288,9930.0,2618.0,10784.0,3028.0,5684.571428571428,3881.5666666666666,7651.714285714285,5083.333333333333,0,0,0,0,0,0.0,1.0,0.008089648066939523,0.9999672782617205,26.6,17.3,22.0,0.0,20.8
2015-06-23,7461,4184,6,2,2015,0.16666666666666666,0.473972602739726,5741.0,4761.0,6535.0,4889.0,6070.285714285715,3856.6666666666665,7551.0,4913.5,0,0,0,0,0,0.14904226617617441,0.9888308262251285,0.008136679869565426,0.999966896672435,26.7,16.5,21.6,0.0,1.4
2015-06-24,2494,6610,6,2,2015,0.3333333333333333,0.47671232876712333,7461.0,4510.0,4184.0,5270.0,5782.285714285715,3899.1,7742.428571428572,5082.5,0,0,0,0,0,0.29475517441090415,0.9555728057861408,0.00818371165419189,0.9999665128710866,24.6,14.4,19.5,0.0,0.0
2015-06-25,3352,3890,6,2,2015,0.5,0.4794520547945206,2494.0,3342.0,6610.0,3867.0,5783.714285714285,3932.6666666666665,7745.714285714285,5112.266666666666,0,0,0,0,0,0.4338837391175581,0.9009688679024191,0.008230743420714866,0.9999661268576763,23.0,17.4,20.2,0.0,0.0
2015-06-26,580,9887,6,2,2015,0.6666666666666666,0.4821917808219178,3352.0,6514.0,3890.0,6818.0,4936.0,3888.733333333333,8184.142857142857,5362.166666666667,0,0,1,0,0,0.563320058063622,0.8262387743159949,0.008277775169030319,0.9999657386322048,22.7,15.7,19.2,0.0,0.0
2015-06-27,8569,1287,6,2,2015,0.8333333333333333,0.4849315068493151,580.0,4994.0,9887.0,15399.0,5446.714285714285,4081.9,6168.142857142857,5296.933333333333,1,0,1,0,0,0.6801727377709194,0.7330518718298263,0.008324806899034205,0.9999653481946731,19.6,12.8,16.2,1.8,32.6
2015-06-28,318,427,6,2,2015,1.0,0.4876712328767123,8569.0,9930.0,1287.0,10784.0,4073.5714285714284,3951.8,4688.571428571428,5155.733333333334,1,0,1,0,0,0.7818314824680298,0.6234898018587336,0.00837183861062249,0.9999649555450819,15.5,12.2,13.9,4.1,16.7
2015-06-29,1008,9389,6,2,2015,0.0,0.49041095890410963,318.0,5741.0,427.0,6535.0,3397.4285714285716,3883.6,5096.285714285715,5365.0,0,0,1,0,0,0.0,1.0,0.008418870303691126,0.9999645606834322,24.2,14.3,19.3,0.0,0.0
2015-06-30,1641,2871,6,2,2015,0.16666666666666666,0.4931506849315069,1008.0,7461.0,9389.0,4184.0,2566.0,3924.766666666667,4908.714285714285,5440.4,0,0,1,0,0,0.14904226617617441,0.9888308262251285,0.008465901978136075,0.9999641636097248,19.3,15.6,17.5,0.5,0.0
2015-07-01,2118,16358,7,3,2015,0.3333333333333333,0.4958904109589041,1641.0,2494.0,2871.0,6610.0,2512.285714285714,3958.1666666666665,6301.285714285715,5925.366666666667,0,1,0,0,0,0.29475517441090415,0.9555728057861408,0.008512933633853298,0.9999637643239607,24.1,14.8,19.5,0.0,0.0
2015-07-02,2239,9679,7,3,2015,0.5,0.49863013698630143,2118.0,3352.0,16358.0,3890.0,2353.285714285714,3931.9666666666667,7128.285714285715,6140.2,0,0,0,0,0,0.4338837391175581,0.9009688679024191,0.008559965270738754,0.9999633628261406,21.1,14.0,17.6,0.4,0.0
2015-07-03,2666,11647,7,3,2015,0.6666666666666666,0.5013698630136987,2239.0,580.0,9679.0,9887.0,2651.285714285714,3930.2,7379.714285714285,6395.866666666667,0,0,0,0,0,0.563320058063622,0.8262387743159949,0.008606996888688401,0.9999629591162655,22.8,11.4,17.1,0.9,0.0
2015-07-04,2046,14685,7,3,2015,0.8333333333333333,0.5041095890410959,2666.0,8569.0,11647.0,1287.0,1719.4285714285713,3884.0,9293.714285714286,6762.6,1,0,0,0,0,0.6801727377709194,0.7330518718298263,0.008654028487598199,0.9999625531943362,24.0,13.3,18.7,0.0,0.0
2015-07-05,192,13781,7,3,2015,1.0,0.5068493150684932,2046.0,318.0,14685.0,427.0,1701.4285714285713,3780.2,11201.42857142857,7109.0,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.008701060067364109,0.9999621450603539,26.7,15.7,21.2,0.0,0.0
2015-07-06,1615,8552,7,3,2015,0.0,0.5095890410958904,192.0,1008.0,13781.0,9389.0,1788.142857142857,3627.366666666667,11081.857142857143,7091.333333333333,0,0,0,0,0,0.0,1.0,0.00874809162788209,0.999961734714319,26.4,17.7,22.1,0.0,0.0
2015-07-07,2554,2846,7,3,2015,0.16666666666666666,0.5123287671232877,1615.0,1641.0,8552.0,2871.0,1918.5714285714287,3444.3,11078.285714285714,6901.3,0,0,0,0,0,0.14904226617617441,0.9888308262251285,0.008795123169048102,0.9999613221562328,28.1,16.9,22.5,0.0,10.6
2015-07-08,892,7261,7,3,2015,0.3333333333333333,0.5150684931506849,2554.0,2118.0,2846.0,16358.0,1743.4285714285713,3448.2,9778.714285714286,7103.533333333334,0,0,0,0,0,0.29475517441090415,0.9555728057861408,0.008842154690758107,0.9999609073860961,21.1,14.7,17.9,0.1,0.0
2015-07-09,721,5229,7,3,2015,0.5,0.5178082191780822,892.0,2239.0,7261.0,9679.0,1526.5714285714287,3421.4,9143.0,7211.133333333333,0,0,0,0,0,0.4338837391175581,0.9009688679024191,0.00888918619290806,0.9999604904039098,22.5,15.7,19.1,0.0,0.0
2015-07-10,379,10069,7,3,2015,0.6666666666666666,0.5205479452054794,721.0,2666.0,5229.0,11647.0,1199.857142857143,3372.1,8917.57142857143,7440.366666666667,0,0,0,0,0,0.563320058063622,0.8262387743159949,0.008936217675393925,0.9999600712096749,25.8,13.6,19.7,0.0,0.0
2015-07-11,1015,13053,7,3,2015,0.8333333333333333,0.5232876712328768,379.0,2046.0,10069.0,14685.0,1052.5714285714287,3301.4666666666667,8684.42857142857,7612.766666666666,1,0,0,0,0,0.6801727377709194,0.7330518718298263,0.00898324913811166,0.9999596498033921,28.0,16.8,22.4,0.0,0.0
2015-07-12,695,10713,7,3,2015,1.0,0.526027397260274,1015.0,192.0,13053.0,13781.0,1124.4285714285713,3215.233333333333,8246.142857142857,7829.033333333334,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.009030280580957227,0.9999592261850626,28.1,19.0,23.6,0.0,0.0
2015-07-13,7315,6768,7,3,2015,0.0,0.5287671232876713,695.0,1615.0,10713.0,8552.0,1938.7142857142858,3391.8333333333335,7991.285714285715,7625.6,0,0,0,0,0,0.0,1.0,0.00907731200382658,0.9999588003546872,28.1,19.3,23.7,0.0,0.0
2015-07-14,1776,2118,7,3,2015,0.16666666666666666,0.5315068493150685,7315.0,2554.0,6768.0,2846.0,1827.5714285714287,3135.2,7887.285714285715,7596.466666666666,0,0,0,0,0,0.14904226617617441,0.9888308262251285,0.009124343406615689,0.9999583723122669,25.3,16.0,20.7,0.0,0.9
2015-07-15,7852,7717,7,3,2015,0.3333333333333333,0.5342465753424658,1776.0,892.0,2118.0,7261.0,2821.8571428571427,3309.6666666666665,7952.428571428572,7752.766666666666,0,0,0,0,0,0.29475517441090415,0.9555728057861408,0.009171374789220504,0.9999579420578025,22.1,12.6,17.4,0.6,0.2
2015-07-16,8481,9427,7,3,2015,0.5,0.536986301369863,7852.0,721.0,7717.0,5229.0,3930.4285714285716,3433.6666666666665,8552.142857142857,7904.033333333334,0,0,0,0,0,0.4338837391175581,0.9009688679024191,0.009218406151536995,0.9999575095912953,22.6,14.8,18.7,0.0,0.0
2015-07-17,2347,1918,7,3,2015,0.6666666666666666,0.5397260273972603,8481.0,379.0,9427.0,10069.0,4211.571428571428,3361.5666666666666,7387.714285714285,7792.3,0,0,0,0,0,0.563320058063622,0.8262387743159949,0.009265437493461115,0.9999570749127458,20.7,17.1,18.9,0.0,5.4
2015-07-18,23889,23354,7,3,2015,0.8333333333333333,0.5424657534246575,2347.0,1015.0,1918.0,13053.0,7479.285714285715,4046.4666666666667,8859.285714285714,8441.866666666667,1,0,0,0,0,0.6801727377709194,0.7330518718298263,0.009312468814888826,0.9999566380221553,29.1,19.4,24.3,0.0,0.0
2015-07-19,15934,15297,7,3,2015,1.0,0.5452054794520548,23889.0,695.0,23354.0,10713.0,9656.285714285714,4360.466666666666,9514.142857142857,8724.5,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.00935950011571609,0.9999561989195246,30.3,20.4,25.4,0.0,0.0
2015-07-20,9271,9422,7,3,2015,0.0,0.547945205479452,15934.0,7315.0,15297.0,6768.0,9935.714285714286,4503.033333333334,9893.285714285714,8525.266666666666,0,0,0,0,0,0.0,1.0,0.009406531395838864,0.9999557576048548,28.4,18.1,23.3,0.0,0.0
2015-07-21,7921,8688,7,3,2015,0.16666666666666666,0.5506849315068494,9271.0,1776.0,9422.0,2118.0,10813.57142857143,4436.066666666667,10831.857142857143,8455.4,0,0,0,0,0,0.14904226617617441,0.9888308262251285,0.009453562655153114,0.9999553140781468,26.7,18.8,22.8,0.0,0.0
2015-07-22,9770,10504,7,3,2015,0.3333333333333333,0.5534246575342466,7921.0,7852.0,8688.0,7717.0,11087.57142857143,4570.366666666667,11230.0,8587.7,0,0,0,0,0,0.29475517441090415,0.9555728057861408,0.009500593893554794,0.9999548683394015,25.7,15.3,20.5,0.0,0.0
2015-07-23,9896,10331,7,3,2015,0.5,0.5561643835616439,9770.0,8481.0,10504.0,9427.0,11289.714285714286,4651.533333333334,11359.142857142857,8792.6,0,0,0,0,0,0.4338837391175581,0.9009688679024191,0.00954762511093987,0.99995442038862,26.8,14.5,20.7,0.0,0.0
2015-07-24,10246,10815,7,3,2015,0.6666666666666666,0.5589041095890411,9896.0,2347.0,10331.0,1918.0,12418.142857142857,4909.933333333333,12630.142857142857,8932.766666666666,0,0,0,0,0,0.563320058063622,0.8262387743159949,0.009594656307204298,0.9999539702258032,28.1,14.7,21.4,0.0,0.0
2015-07-25,13836,14306,7,3,2015,0.8333333333333333,0.5616438356164384,10246.0,23889.0,10815.0,23354.0,10982.0,5259.4,11337.57142857143,9279.966666666667,1,0,0,0,0,0.6801727377709194,0.7330518718298263,0.009641687482244043,0.9999535178509523,29.0,20.6,24.8,0.0,0.0
2015-07-26,17287,18040,7,3,2015,1.0,0.5643835616438356,13836.0,15934.0,14306.0,15297.0,11175.285714285714,5816.3,11729.42857142857,9551.733333333334,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.009688718635955062,0.9999530632640681,29.6,19.2,24.4,0.0,0.0
2015-07-27,9459,10379,7,3,2015,0.0,0.5671232876712329,17287.0,9271.0,18040.0,9422.0,11202.142857142857,5845.966666666666,11866.142857142857,9854.8,0,0,0,0,0,0.0,1.0,0.009735749768233317,0.9999526064651516,31.4,20.2,25.8,0.0,0.0
2015-07-28,9257,10721,7,3,2015,0.16666666666666666,0.5698630136986301,9459.0,7921.0,10379.0,8688.0,11393.0,6143.933333333333,12156.57142857143,10197.933333333332,0,0,0,0,0,0.14904226617617441,0.9888308262251285,0.00978278087897477,0.9999521474542039,31.8,20.4,26.1,0.0,0.0
2015-07-29,9036,10794,7,3,2015,0.3333333333333333,0.5726027397260274,9257.0,9770.0,10721.0,10504.0,11288.142857142857,6411.533333333334,12198.0,10244.766666666666,0,0,0,0,0,0.29475517441090415,0.9555728057861408,0.009829811968075378,0.999951686231226,32.2,21.9,27.1,0.0,0.0
2015-07-30,11607,12097,7,3,2015,0.5,0.5753424657534246,9036.0,9896.0,10794.0,10331.0,11532.57142857143,6743.733333333334,12450.285714285714,10552.3,0,0,0,0,0,0.4338837391175581,0.9009688679024191,0.009876843035431106,0.999951222796219,30.8,21.2,26.0,0.0,0.0
2015-07-31,10616,11871,7,3,2015,0.6666666666666666,0.578082191780822,11607.0,10246.0,12097.0,10815.0,11585.42857142857,7027.0,12601.142857142857,10402.733333333334,0,0,1,0,0,0.563320058063622,0.8262387743159949,0.009923874080937914,0.9999507571491837,30.9,18.2,24.6,0.0,0.0
2015-08-01,16324,16496,8,3,2015,0.8333333333333333,0.5808219178082192,10616.0,13836.0,11871.0,14306.0,11940.857142857143,7496.5,12914.0,10629.966666666667,1,0,1,0,0,0.6801727377709194,0.7330518718298263,0.009970905104491761,0.9999502892901213,27.7,17.8,22.8,0.0,0.0
2015-08-02,19977,19942,8,3,2015,1.0,0.5835616438356165,16324.0,17287.0,16496.0,18040.0,12325.142857142857,8073.533333333334,13185.714285714286,10906.466666666667,1,0,1,0,0,0.7818314824680298,0.6234898018587336,0.01001793610598861,0.9999498192190328,28.1,17.0,22.6,0.0,0.0
2015-08-03,17762,18080,8,3,2015,0.0,0.5863013698630137,19977.0,9459.0,19942.0,10379.0,13511.285714285714,8597.4,14285.857142857143,11019.633333333333,0,1,1,0,0,0.0,1.0,0.01006496708532442,0.9999493469359192,27.3,15.8,21.6,0.0,1.3
2015-08-04,5618,6674,8,3,2015,0.16666666666666666,0.589041095890411,17762.0,9257.0,18080.0,10721.0,12991.42857142857,8778.266666666666,13707.714285714286,10782.733333333334,0,0,1,0,0,0.14904226617617441,0.9888308262251285,0.010111998042395156,0.9999488724407817,25.9,16.6,21.3,0.0,3.0
2015-08-05,11680,12771,8,3,2015,0.3333333333333333,0.5917808219178082,5618.0,9036.0,6674.0,10794.0,13369.142857142857,9113.766666666666,13990.142857142857,10923.366666666667,0,0,1,0,0,0.29475517441090415,0.9555728057861408,0.010159028977096772,0.9999483957336212,23.8,15.2,19.5,0.0,0.0
2015-08-06,10566,11267,8,3,2015,0.5,0.5945205479452055,11680.0,11607.0,12771.0,12097.0,13220.42857142857,9380.833333333334,13871.57142857143,11204.066666666668,0,0,1,0,0,0.4338837391175581,0.9009688679024191,0.010206059889325237,0.9999479168144386,23.6,13.9,18.8,0.0,0.0
2015-08-07,11343,12617,8,3,2015,0.6666666666666666,0.5972602739726027,10566.0,10616.0,11267.0,11871.0,13324.285714285714,9729.2,13978.142857142857,11382.6,0,0,1,0,0,0.563320058063622,0.8262387743159949,0.010253090778976508,0.9999474356832353,24.1,16.8,20.5,0.0,0.0
2015-08-08,15465,15366,8,3,2015,0.8333333333333333,0.6,11343.0,16324.0,12617.0,16496.0,13201.57142857143,10220.666666666666,13816.714285714286,11720.5,1,0,1,0,0,0.6801727377709194,0.7330518718298263,0.010300121645946547,0.9999469523400122,23.1,17.1,20.1,0.0,0.0
2015-08-09,20055,19605,8,3,2015,1.0,0.6027397260273972,15465.0,19977.0,15366.0,19942.0,13212.714285714286,10876.533333333333,13768.57142857143,12038.366666666667,1,0,1,0,0,0.7818314824680298,0.6234898018587336,0.010347152490131314,0.9999464667847704,24.3,15.5,19.9,0.0,0.0
2015-08-10,3306,3907,8,3,2015,0.0,0.6054794520547946,20055.0,17762.0,19605.0,18080.0,11147.57142857143,10952.9,11743.857142857143,11733.5,0,0,0,0,0,0.0,1.0,0.010394183311426775,0.9999459790175109,22.9,16.7,19.8,0.0,14.1
2015-08-11,5617,7887,8,3,2015,0.16666666666666666,0.6082191780821918,3306.0,5618.0,3907.0,6674.0,11147.42857142857,11116.966666666667,11917.142857142857,11639.3,0,0,0,0,0,0.14904226617617441,0.9888308262251285,0.010441214109728885,0.9999454890382349,26.2,17.9,22.1,0.0,1.0
2015-08-12,10466,10758,8,3,2015,0.3333333333333333,0.6109589041095891,5617.0,11680.0,7887.0,12771.0,10974.0,11222.0,11629.57142857143,11772.3,0,0,0,0,0,0.29475517441090415,0.9555728057861408,0.010488244884933611,0.9999449968469434,23.5,15.6,19.6,0.0,0.0
2015-08-13,10843,12001,8,3,2015,0.5,0.6136986301369863,10466.0,10566.0,10758.0,11267.0,11013.57142857143,11524.233333333334,11734.42857142857,12101.733333333334,0,0,0,0,0,0.4338837391175581,0.9009688679024191,0.01053527563693691,0.9999445024436375,25.2,13.2,19.2,0.0,0.0
2015-08-14,3025,4784,8,3,2015,0.6666666666666666,0.6164383561643836,10843.0,11343.0,12001.0,12617.0,9825.285714285714,11363.333333333334,10615.42857142857,12003.966666666667,0,0,1,0,0,0.563320058063622,0.8262387743159949,0.010582306365634748,0.9999440058283183,24.8,19.8,22.3,0.0,3.5
2015-08-15,18982,19155,8,3,2015,0.8333333333333333,0.6191780821917808,3025.0,15465.0,4784.0,15366.0,10327.714285714286,11713.366666666667,11156.714285714286,12328.233333333334,1,0,1,0,0,0.6801727377709194,0.7330518718298263,0.010629337070923082,0.9999435070009869,28.1,19.9,24.0,0.0,0.0
2015-08-16,21155,21519,8,3,2015,1.0,0.6219178082191781,18982.0,20055.0,19155.0,19605.0,10484.857142857143,12340.3,11430.142857142857,12981.6,1,0,1,0,0,0.7818314824680298,0.6234898018587336,0.010676367752697877,0.9999430059616444,30.1,19.7,24.9,0.0,0.0
2015-08-17,10558,10870,8,3,2015,0.0,0.6246575342465753,21155.0,3306.0,21519.0,3907.0,11520.857142857143,11895.933333333332,12424.857142857143,12565.466666666667,0,0,0,0,0,0.0,1.0,0.010723398410855095,0.9999425027102918,31.6,20.9,26.3,0.0,0.0
2015-08-18,3700,4289,8,3,2015,0.16666666666666666,0.6273972602739726,10558.0,5617.0,10870.0,7887.0,11247.0,11488.133333333333,11910.857142857143,12198.533333333333,0,0,0,0,0,0.14904226617617441,0.9888308262251285,0.010770429045290696,0.9999419972469304,26.4,20.8,23.6,0.0,0.4
2015-08-19,10791,11000,8,3,2015,0.3333333333333333,0.6301369863013698,3700.0,10466.0,4289.0,10758.0,11293.42857142857,11538.8,11945.42857142857,12251.133333333333,0,0,0,0,0,0.29475517441090415,0.9555728057861408,0.010817459655900643,0.9999414895715614,29.1,21.4,25.3,0.0,2.8
2015-08-20,2618,4855,8,3,2015,0.5,0.6328767123287672,10791.0,10843.0,11000.0,12001.0,10118.42857142857,11362.033333333333,10924.57142857143,12123.366666666667,0,0,0,0,0,0.4338837391175581,0.9009688679024191,0.010864490242580896,0.9999409796841856,25.9,18.9,22.4,0.0,5.4
2015-08-21,10123,13105,8,3,2015,0.6666666666666666,0.6356164383561644,2618.0,3025.0,4855.0,4784.0,11132.42857142857,11373.8,12113.285714285714,12210.066666666668,0,0,0,0,0,0.563320058063622,0.8262387743159949,0.010911520805227419,0.9999404675848043,23.0,15.3,19.2,0.0,0.0
2015-08-22,20316,19678,8,3,2015,0.8333333333333333,0.6383561643835617,10123.0,18982.0,13105.0,19155.0,11323.0,11721.133333333333,12188.0,12521.633333333333,1,0,0,0,0,0.6801727377709194,0.7330518718298263,0.010958551343736174,0.9999399532734187,23.8,14.0,18.9,0.0,0.0
2015-08-23,17363,17198,8,3,2015,1.0,0.6410958904109589,20316.0,21155.0,19678.0,21519.0,10781.285714285714,11958.366666666667,11570.714285714286,12734.4,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.01100558185800312,0.9999394367500297,24.4,15.9,20.2,0.0,0.0
2015-08-24,8368,9149,8,3,2015,0.0,0.6438356164383562,17363.0,10558.0,17198.0,10870.0,10468.42857142857,11776.1,11324.857142857143,12562.5,0,0,0,0,0,0.0,1.0,0.011052612347924224,0.9999389180146387,23.8,16.8,20.3,0.0,1.1
2015-08-25,6757,6962,8,3,2015,0.16666666666666666,0.6465753424657534,8368.0,3700.0,9149.0,4289.0,10905.142857142857,11425.1,11706.714285714286,12193.233333333334,0,0,0,0,0,0.14904226617617441,0.9888308262251285,0.011099642813395443,0.9999383970672469,20.5,15.7,18.1,0.0,0.0
2015-08-26,5442,5889,8,3,2015,0.3333333333333333,0.6493150684931507,6757.0,10791.0,6962.0,11000.0,10141.0,11291.2,10976.57142857143,12043.566666666668,0,0,0,0,0,0.29475517441090415,0.9555728057861408,0.011146673254312744,0.9999378739078552,20.7,15.6,18.2,0.0,0.0
2015-08-27,7267,9479,8,3,2015,0.5,0.6520547945205479,5442.0,2618.0,5889.0,4855.0,10805.142857142857,11224.866666666667,11637.142857142857,12002.166666666666,0,0,0,0,0,0.4338837391175581,0.9009688679024191,0.011193703670572085,0.9999373485364648,20.1,14.2,17.2,0.8,0.0
